trial,n_estimators,max_depth,max_depth_order,min_samples_split,min_samples_leaf,max_features,class_weight,params,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_roc_auc_mean,running_best_accuracy,running_best_f1,running_best_roc_auc,rank
149,300,8,8,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8287107258938246,0.022883975120189623,0.7722616585982923,0.8807199212606737,0.8287107258938246,0.7722616585982923,0.8833895380133624,1
161,300,8,8,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8287107258938246,0.022883975120189623,0.7722616585982923,0.8807199212606737,0.8287107258938246,0.7730770342535049,0.8833895380133624,2
150,500,8,8,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8287107258938244,0.021544472973699564,0.7730770342535049,0.8792635867557499,0.8287107258938246,0.7730770342535049,0.8833895380133624,3
162,500,8,8,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8287107258938244,0.021544472973699564,0.7730770342535049,0.8792635867557499,0.8287107258938246,0.7730770342535049,0.8833895380133624,4
174,500,None,999,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8244755244755245,0.023203433929188565,0.769553247494424,0.8804652586470768,0.8287107258938246,0.7730770342535049,0.8833895380133624,5
186,500,None,999,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8244755244755245,0.023203433929188565,0.769553247494424,0.8804652586470768,0.8287107258938246,0.7730770342535049,0.8833922295050822,6
148,100,8,8,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.823096621688171,0.024403757136267076,0.765047685047685,0.8773629582132717,0.823096621688171,0.7690274458407216,0.8833895380133624,7
160,100,8,8,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.823096621688171,0.024403757136267076,0.765047685047685,0.8773629582132717,0.8287107258938246,0.7730770342535049,0.8833895380133624,8
147,500,8,8,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.823086772382547,0.02752830001042565,0.7651497774935729,0.8760234529200048,0.823086772382547,0.7690274458407216,0.8833895380133624,9
159,500,8,8,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.823086772382547,0.02752830001042565,0.7651497774935729,0.8760234529200048,0.8287107258938246,0.7730770342535049,0.8833895380133624,10
173,300,None,999,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8216586230670739,0.020839245469094027,0.7656023915732655,0.8811742556178294,0.8287107258938246,0.7730770342535049,0.8833895380133624,11
185,300,None,999,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8216586230670739,0.020839245469094027,0.7656023915732655,0.8811742556178294,0.8287107258938246,0.7730770342535049,0.8833922295050822,12
77,300,None,999,10,1,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8216487737614498,0.01943569246197724,0.7516953448045884,0.8810888667236629,0.8216487737614498,0.7531526405271215,0.8819285989466241,13
89,300,None,999,10,1,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8216487737614498,0.01943569246197724,0.7516953448045884,0.8810888667236629,0.8216487737614498,0.7531526405271215,0.8833895380133624,14
151,100,8,8,2,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.8216389244558258,0.02414485306216275,0.7694251955628064,0.8818763787298269,0.8287107258938246,0.7730770342535049,0.8833895380133624,15
154,100,8,8,10,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.8216389244558258,0.02414485306216275,0.7694251955628064,0.8818763787298269,0.8287107258938246,0.7730770342535049,0.8833895380133624,16
163,100,8,8,2,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.8216389244558258,0.02414485306216275,0.7694251955628064,0.8818763787298269,0.8287107258938246,0.7730770342535049,0.8833895380133624,17
166,100,8,8,10,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.8216389244558258,0.02414485306216275,0.7694251955628064,0.8818763787298269,0.8287107258938246,0.7730770342535049,0.8833895380133624,18
9,500,4,4,2,5,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8216389244558258,0.018007197554346436,0.7450375774419548,0.8770433435715568,0.8216389244558258,0.7450375774419548,0.8787972858153109,19
12,500,4,4,10,5,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8216389244558258,0.018007197554346436,0.7450375774419548,0.8770433435715568,0.8216389244558258,0.7450375774419548,0.8787972858153109,20
21,500,4,4,2,5,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8216389244558258,0.018007197554346436,0.7450375774419548,0.8770433435715568,0.8216389244558258,0.7450375774419548,0.8787972858153109,21
24,500,4,4,10,5,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8216389244558258,0.018007197554346436,0.7450375774419548,0.8770433435715568,0.8216389244558258,0.7450375774419548,0.8787972858153109,22
145,100,8,8,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8202698709740964,0.0276565029387216,0.7613731554377746,0.8745012956102298,0.8216487737614498,0.7690274458407216,0.8833895380133624,23
157,100,8,8,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8202698709740964,0.0276565029387216,0.7613731554377746,0.8745012956102298,0.8287107258938246,0.7730770342535049,0.8833895380133624,24
97,100,4,4,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8202600216684723,0.03268700084339618,0.7690274458407216,0.8778668740698521,0.8216487737614498,0.7690274458407216,0.8833895380133624,25
109,100,4,4,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8202600216684723,0.03268700084339618,0.7690274458407216,0.8778668740698521,0.8216487737614498,0.7690274458407216,0.8833895380133624,26
78,500,None,999,10,1,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8202600216684723,0.017706367126126138,0.7512125994879699,0.8798517304708527,0.8216487737614498,0.7531526405271215,0.8819285989466241,27
90,500,None,999,10,1,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8202600216684723,0.017706367126126138,0.7512125994879699,0.8798517304708527,0.8216487737614498,0.7531526405271215,0.8833895380133624,28
76,100,None,999,10,1,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8202501723628485,0.02183642368577613,0.7531526405271215,0.8819285989466241,0.8216389244558258,0.7531526405271215,0.8819285989466241,29
88,100,None,999,10,1,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8202501723628485,0.02183642368577613,0.7531526405271215,0.8819285989466241,0.8216487737614498,0.7531526405271215,0.8833895380133624,30
104,300,4,4,2,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8188417216586231,0.03301737288159227,0.7675493486906211,0.8765605374539543,0.8216487737614498,0.7690274458407216,0.8833895380133624,31
107,300,4,4,10,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8188417216586231,0.03301737288159227,0.7675493486906211,0.8765605374539543,0.8216487737614498,0.7690274458407216,0.8833895380133624,32
116,300,4,4,2,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8188417216586231,0.03301737288159227,0.7675493486906211,0.8765605374539543,0.8216487737614498,0.7690274458407216,0.8833895380133624,33
119,300,4,4,10,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8188417216586231,0.03301737288159227,0.7675493486906211,0.8765605374539543,0.8216487737614498,0.7690274458407216,0.8833895380133624,34
172,100,None,999,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8188417216586231,0.021287095322813105,0.7617188964276344,0.8800983713836379,0.8287107258938246,0.7730770342535049,0.8833895380133624,35
184,100,None,999,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8188417216586231,0.021287095322813105,0.7617188964276344,0.8800983713836379,0.8287107258938246,0.7730770342535049,0.8833922295050822,36
27,500,6,6,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.818831872352999,0.024345810019188233,0.7403456506655226,0.8790777946655689,0.8216389244558258,0.7450375774419548,0.8790777946655689,37
39,500,6,6,2,1,log2,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.818831872352999,0.024345810019188233,0.7403456506655226,0.8790777946655689,0.8216389244558258,0.7450375774419548,0.8790777946655689,38
6,500,4,4,10,1,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8188220230473752,0.020551491349301485,0.743290283580644,0.8775994664513472,0.8188220230473752,0.743290283580644,0.8778702252409151,39
18,500,4,4,10,1,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8188220230473752,0.020551491349301485,0.743290283580644,0.8775994664513472,0.8216389244558258,0.7450375774419548,0.8787972858153109,40
51,500,8,8,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8174431202600217,0.01908342043743812,0.7443561883256219,0.8754788612351309,0.8216389244558258,0.7450375774419548,0.8790777946655689,41
63,500,8,8,2,1,log2,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8174431202600217,0.01908342043743812,0.7443561883256219,0.8754788612351309,0.8216389244558258,0.7450375774419548,0.8808777693338822,42
98,300,4,4,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8174332709543979,0.03199013528705451,0.7643871888270011,0.8783759618124822,0.8216487737614498,0.7690274458407216,0.8833895380133624,43
110,300,4,4,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8174332709543979,0.03199013528705451,0.7643871888270011,0.8783759618124822,0.8216487737614498,0.7690274458407216,0.8833895380133624,44
26,300,6,6,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8174332709543977,0.022893617176808358,0.738843819163691,0.8782220058473978,0.8216389244558258,0.7450375774419548,0.8787972858153109,45
38,300,6,6,2,1,log2,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8174332709543977,0.022893617176808358,0.738843819163691,0.8782220058473978,0.8216389244558258,0.7450375774419548,0.8790777946655689,46
8,300,4,4,2,5,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8174234216487738,0.021242958988589106,0.7406839925478617,0.8773851102456117,0.8188220230473752,0.743290283580644,0.8787972858153109,47
11,300,4,4,10,5,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8174234216487738,0.021242958988589106,0.7406839925478617,0.8773851102456117,0.8216389244558258,0.7450375774419548,0.8787972858153109,48
20,300,4,4,2,5,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8174234216487738,0.021242958988589106,0.7406839925478617,0.8773851102456117,0.8216389244558258,0.7450375774419548,0.8787972858153109,49
23,300,4,4,10,5,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8174234216487738,0.021242958988589106,0.7406839925478617,0.8773851102456117,0.8216389244558258,0.7450375774419548,0.8787972858153109,50
32,300,6,6,2,5,sqrt,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8174234216487738,0.026927965550606465,0.735619517384482,0.8781570406256926,0.8216389244558258,0.7450375774419548,0.8790777946655689,51
35,300,6,6,10,5,sqrt,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8174234216487738,0.026927965550606465,0.735619517384482,0.8781570406256926,0.8216389244558258,0.7450375774419548,0.8790777946655689,52
44,300,6,6,2,5,log2,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8174234216487738,0.026927965550606465,0.735619517384482,0.8781570406256926,0.8216389244558258,0.7450375774419548,0.8790777946655689,53
47,300,6,6,10,5,log2,None,"{'class_weight': None, 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8174234216487738,0.026927965550606465,0.735619517384482,0.8781570406256926,0.8216389244558258,0.7450375774419548,0.8790777946655689,54
3,500,4,4,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8174135723431497,0.019900609148042234,0.7419861097739695,0.8770523284042092,0.8174135723431497,0.7419861097739695,0.8778702252409151,55
15,500,4,4,2,1,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8174135723431497,0.019900609148042234,0.7419861097739695,0.8770523284042092,0.8216389244558258,0.7450375774419548,0.8787972858153109,56
121,100,6,6,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8160642174726682,0.025676046000730424,0.7568755089359712,0.8779761169690637,0.8216487737614498,0.7690274458407216,0.8833895380133624,57
133,100,6,6,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8160642174726682,0.025676046000730424,0.7568755089359712,0.8779761169690637,0.8216487737614498,0.7690274458407216,0.8833895380133624,58
122,300,6,6,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160642174726682,0.026809911223624205,0.7558089436960138,0.8780548035211044,0.8216487737614498,0.7690274458407216,0.8833895380133624,59
134,300,6,6,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160642174726682,0.026809911223624205,0.7558089436960138,0.8780548035211044,0.8216487737614498,0.7690274458407216,0.8833895380133624,60
146,300,8,8,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160642174726682,0.02894469455690603,0.7555066343284595,0.8757274679923583,0.8216487737614498,0.7690274458407216,0.8833895380133624,61
158,300,8,8,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160642174726682,0.02894469455690603,0.7555066343284595,0.8757274679923583,0.8287107258938246,0.7730770342535049,0.8833895380133624,62
53,300,8,8,10,1,sqrt,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8160543681670444,0.024565230538058324,0.7418682764083888,0.877556019969813,0.8216389244558258,0.7450375774419548,0.8790777946655689,63
65,300,8,8,10,1,log2,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8160543681670444,0.024565230538058324,0.7418682764083888,0.877556019969813,0.8216389244558258,0.7450375774419548,0.8808777693338822,64
54,500,8,8,10,1,sqrt,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8160543681670444,0.024565230538058324,0.7408301143397547,0.8772257053291534,0.8216389244558258,0.7450375774419548,0.8790777946655689,65
66,500,8,8,10,1,log2,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8160543681670444,0.024565230538058324,0.7408301143397547,0.8772257053291534,0.8216389244558258,0.7450375774419548,0.8808777693338822,66
123,500,6,6,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8160543681670441,0.02652815714033153,0.7560557640509733,0.8791343291852696,0.8216487737614498,0.7690274458407216,0.8833895380133624,67
135,500,6,6,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8160543681670441,0.02652815714033153,0.7560557640509733,0.8791343291852696,0.8216487737614498,0.7690274458407216,0.8833895380133624,68
50,300,8,8,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160445188614203,0.022118667896195217,0.7440794350093176,0.8761015457606367,0.8216389244558258,0.7450375774419548,0.8790777946655689,69
62,300,8,8,2,1,log2,None,"{'class_weight': None, 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.8160445188614203,0.022118667896195217,0.7440794350093176,0.8761015457606367,0.8216389244558258,0.7450375774419548,0.8808777693338822,70
99,500,4,4,2,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8160346695557962,0.03177323405089026,0.7622064050090491,0.8779972530952156,0.8216487737614498,0.7690274458407216,0.8833895380133624,71
111,500,4,4,2,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.8160346695557962,0.03177323405089026,0.7622064050090491,0.8779972530952156,0.8216487737614498,0.7690274458407216,0.8833895380133624,72
1,100,4,4,2,1,sqrt,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8160248202501725,0.028482863607642166,0.7416949676159368,0.8778702252409151,0.8160248202501725,0.7416949676159368,0.8778702252409151,73
13,100,4,4,2,1,log2,None,"{'class_weight': None, 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.8160248202501725,0.028482863607642166,0.7416949676159368,0.8778702252409151,0.8216389244558258,0.7450375774419548,0.8787972858153109,74
80,300,None,999,2,5,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8833895380133624,0.8216487737614498,0.7531526405271215,0.8833895380133624,75
83,300,None,999,10,5,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8833895380133624,0.8216487737614498,0.7531526405271215,0.8833895380133624,76
92,300,None,999,2,5,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8833895380133624,0.8216487737614498,0.7531526405271215,0.8833895380133624,77
95,300,None,999,10,5,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8833895380133624,0.8216487737614498,0.7531526405271215,0.8833895380133624,78
81,500,None,999,2,5,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8828878386793747,0.8216487737614498,0.7531526405271215,0.8833895380133624,79
84,500,None,999,10,5,sqrt,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8828878386793747,0.8216487737614498,0.7531526405271215,0.8833895380133624,80
93,500,None,999,2,5,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8828878386793747,0.8216487737614498,0.7531526405271215,0.8833895380133624,81
96,500,None,999,10,5,log2,None,"{'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501725,0.028482863607642166,0.7363904783648855,0.8828878386793747,0.8216487737614498,0.7531526405271215,0.8833895380133624,82
105,500,4,4,2,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8160248202501723,0.03336136469534702,0.7641702151819679,0.8768246994500913,0.8216487737614498,0.7690274458407216,0.8833895380133624,83
108,500,4,4,10,5,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501723,0.03336136469534702,0.7641702151819679,0.8768246994500913,0.8216487737614498,0.7690274458407216,0.8833895380133624,84
117,500,4,4,2,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 500}",0.8160248202501723,0.03336136469534702,0.7641702151819679,0.8768246994500913,0.8216487737614498,0.7690274458407216,0.8833895380133624,85
120,500,4,4,10,5,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501723,0.03336136469534702,0.7641702151819679,0.8768246994500913,0.8216487737614498,0.7690274458407216,0.8833895380133624,86
102,500,4,4,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501723,0.034229566612813546,0.763182707034284,0.8779781619750271,0.8216487737614498,0.7690274458407216,0.8833895380133624,87
114,500,4,4,10,1,log2,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8160248202501723,0.034229566612813546,0.763182707034284,0.8779781619750271,0.8216487737614498,0.7690274458407216,0.8833895380133624,88
101,300,4,4,10,1,sqrt,balanced,"{'class_weight': 'balanced', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.8160248202501723,0.034229566612813546,0.763182707034284,0.8779406658011675,0.8216487737614498,0.7690274458407216,0.8833895380133624,89
